"X","journal","year","title","fname_first","lname_first","fname_last","lname_last","affiliation","article_type","middle_authors","abstract","fname_first_trunc","fname_last_trunc","gender_first","p_first","n_first","gender_last","p_last","n_last"
8037,"Brain : a journal of neurology",2016,"Loss-of-function mutations in SCN4A cause severe foetal hypokinesia or 'classical' congenital myopathy.","Irina T","Zaharieva","Francesco","Muntoni","1 Dubowitz Neuromuscular Centre, UCL Institute of Child Health, London, WC1N 1EH, UK.","Journal Article","['Michael G', 'Emily C', 'Clara', 'Glenda', 'Eveline', 'Nanna', 'Magnhild', 'Michael T', 'Gianina', 'Maria', 'Karen', 'Anna', 'Luigi', 'Louise', 'Emma', 'Matthew', 'John', 'Martin', 'Christian', 'Andreas', 'Hanne', 'Xin Cynthia', 'Lin-Hua', 'Nicoline', 'Ulla', 'Mena', 'Mark R', 'Lucy', 'Rahul', 'Caroline A', 'Jennifer E', 'Nigel G', 'Hilary', 'Peter', 'Michael G', 'Suzanne', 'Erik-Jan', 'Roope']","True","Irina","Francesco","female",0.99,295,"male",1,1093
12158,"Brain : a journal of neurology",2016,"Free-water imaging in Parkinson's disease and atypical parkinsonism.","Peggy J","Planetta","David E","Vaillancourt","1 Department of Applied Physiology and Kinesiology, University of Florida, USA.","Journal Article","['Edward', 'Ofer', 'Roxana G', 'Priyank', 'Jesse C', 'Michael S', 'Nikolaus R']","True","Peggy","David","female",1,639,"male",1,12593
21341,"Brain : a journal of neurology",2016,"Congenital disorders of autophagy: an emerging novel class of inborn errors of neuro-metabolism.","Darius","Ebrahimi-Fakhari","Mustafa","Sahin","1 The F.M. Kirby Neurobiology Centre, Department of Neurology, Boston Children's Hospital, Harvard Medical School, Boston, MA, USA 2 Division of Paediatric Neurology and Inherited Metabolic Diseases, Department of Paediatrics, Heidelberg University Hospital, Ruprecht-Karls-University Heidelberg, Heidelberg, Germany darius.ebrahimi-fakhari@childrens.harvard.edu.","Journal Article","['Afshin', 'Lara', 'Jenny', 'Susan', 'Georg F', 'Heinz']","True","Darius","Mustafa","male",0.98,108,"male",1,1728
24787,"Brain : a journal of neurology",2016,"Reply: The dorsal cingulate cortex as a critical gateway in the network supporting conscious awareness.","Simona","Balestrini","Laura","Tassi","1 Neurological Clinic, Department of Experimental and Clinical Medicine, Marche Polytechnic University, Ancona, Italy s.balestrini@ucl.ac.uk.","Comment","['Stefano', 'Roberto', 'Laura', 'Giuseppe', 'Daniela', 'Leandro', 'Francesco']","False","Simona","Laura","female",0.99,503,"female",1,7953
24788,"Brain : a journal of neurology",2016,"The dorsal cingulate cortex as a critical gateway in the network supporting conscious awareness.","Guillaume","Herbet","Hugues","Duffau","1 Department of Neurosurgery, Gui de Chauliac Hospital, Montpellier University Medical Centre, F-34295 Montpellier, France 2 Institute for Neuroscience of Montpellier, INSERM U1051, Team 'Plasticity of Central Nervous System, Human Stem Cells and Glial Tumours', Saint Eloi Hospital, Montpellier University Medical Centre, France guillaume.herbet@gmail.com.","Comment","['Gilles']","False","Guillaume","Hugues","male",1,779,"male",1,37
24789,"Brain : a journal of neurology",2016,"Reply: High prevalence of CHCHD10 mutations in patients with frontotemporal dementia from China.","Sylvie","Bannwarth","Véronique","Paquis-Flucklinger","1 IRCAN, UMR CNRS 7284/INSERM U1081/UNS, School of Medicine, Nice Sophia-Antipolis University, France 2 Department of Medical Genetics, National Centre for Mitochondrial Diseases, Nice Teaching Hospital, France.","Comment","['Samira', 'Annabelle', 'Emmanuelle C', 'Sandra', 'Konstantina', 'Laetitia', 'Yusuke', 'Valérie', 'David', 'Annie', 'Cécile', 'Isabelle', 'Gaëlle', 'Charlotte', 'Françoise', 'Karine', 'Anne', 'Alexis', 'Patrick', 'Hiromi', 'Jean']","False","Sylvie","Véronique","female",1,582,"female",1,105
24790,"Brain : a journal of neurology",2016,"High prevalence of CHCHD10 mutation in patients with frontotemporal dementia from China.","Bin","Jiao","Lu","Shen","1 Department of Neurology, Xiangya Hospital, Central South University, Changsha 410008, China.","Comment","['Tingting', 'Lihua', 'Xiaohua', 'Yafang', 'Lin', 'Beisha', 'Jun']","False","Bin","Lu","male",0.89,37,"female",0.79,249
24791,"Brain : a journal of neurology",2016,"Brain propagation of transduced α-synuclein involves non-fibrillar protein species and is enhanced in α-synuclein null mice.","Michael","Helwig","Donato A","Di Monte","1 German Centre for Neurodegenerative Diseases (DZNE), Ludwig-Erhard-Allee 2, 53175 Bonn, Germany.","Journal Article","['Michael', 'Raffaella', 'Ruth E', 'Nour K', 'Omar M A', 'Ayse']","True","Michael","Donato","male",1,11094,"male",1,44
24792,"Brain : a journal of neurology",2016,"Temporoparietal encoding of space and time during vestibular-guided orientation.","Diego","Kaski","Barry M","Seemungal","Division of Brain Sciences, Imperial College London, London W6 8RF, UK.","Journal Article","['Shamim', 'Yuliya', 'Paresh A', 'Adolfo M']","True","Diego","Barry","male",1,2270,"male",0.98,635
2904,"Brain : a journal of neurology",2016,"Mice with an NaV1.4 sodium channel null allele have latent myasthenia, without susceptibility to periodic paralysis.","Fenfen","Wu","Stephen C","Cannon","1 Department of Physiology, David Geffen School of Medicine at UCLA, Los Angeles, CA, USA.","Journal Article","['Wentao', 'Yu', 'Arie']","True","Fenfen","Stephen","female",1,1,"male",1,2608
14297,"Brain : a journal of neurology",2016,"Core auditory processing deficits in primary progressive aphasia.","Manon","Grube","Rik","Vandenberghe","1 Institute of Neuroscience, Medical School, Newcastle University, Newcastle-upon-Tyne, UK 2 Machine Learning Group, Department of Computer Science, Berlin Institute of Technology, Berlin, Germany.","Journal Article","['Rose', 'Jolien', 'Veerle', 'An-Sofie', 'Alexandra', 'Bruno', 'Eva', 'Timothy D']","True","Manon","Rik","female",1,374,"male",1,41
21547,"Brain : a journal of neurology",2016,"Quantitative MRI of the spinal cord and brain in adrenomyeloneuropathy: in vivo assessment of structural changes.","Antonella","Castellano","Ettore","Salsano","1 Neuroradiology Department, Neuroradiology Research Group and CERMAC, San Raffaele Scientific Institute and Vita-Salute San Raffaele University, Milan, Italy 2 Department of Neurology, University of California San Francisco, San Francisco, California, USA.","Journal Article","['Nico', 'Marcello', 'Gianluca', 'Antonella', 'Graziana', 'Davide', 'Graziella', 'Wolfgang', 'Patrick', 'Andrea', 'Roland G', 'Letterio S']","True","Antonella","Ettore","female",0.89,489,"male",1,29
29370,"Brain : a journal of neurology",2016,"Reasoning by analogy requires the left frontal pole: lesion-deficit mapping and clinical implications.","Marika","Urbanski","Emmanuelle","Volle","1 Inserm, U 1127, 75013 Paris, France 2 CNRS, UMR 7225, 75013 Paris, France 3 Sorbonne Universités, UPMC Univ Paris 06, UMR S 1127, 75013 Paris, France 4 ICM, FrontLab, 75013 Paris, France 5 Hôpitaux de Saint-Maurice, Medicine and Rehabilitation Department, 94410 Saint-Maurice, France.","Journal Article","['Marie-Laure', 'Béatrice', 'David', 'Michel', 'Chris', 'Charlotte', 'Frédéric', 'Sophie', 'Pascale', 'Marc-Antoine', 'Richard']","True","Marika","Emmanuelle","female",0.99,182,"female",0.98,176
3247,"Brain : a journal of neurology",2011,"'Radiologically compatible CLIPPERS' may conceal a number of pathologies.","Joanne L","Jones","Alasdair J","Coles","","Case Reports","['Andrew F', 'Nagui', 'Daniel J', 'Neil G']","False","Joanne","Alasdair","female",1,1488,"male",1,20
3248,"Brain : a journal of neurology",2011,"N-terminal ataxin-3 causes neurological symptoms with inclusions, endoplasmic reticulum stress and ribosomal dislocation.","Jeannette","Hübener","Olaf","Riess","Department of Medical Genetics, University of Tübingen, 72076 Tübingen, Germany.","Journal Article","['Franz', 'Claudia', 'Hartwig', 'Yihong', 'Thorsten', 'Karen', 'Ina', 'Adriane', 'Stefan', 'Hans-Henning', 'Huu Phuc']","True","Jeannette","Olaf","female",0.99,162,"male",1,65
3249,"Brain : a journal of neurology",2012,"The impact of dementia prevalence on the utility of the AD8.","Kathy J","Christensen","","","","Comment","[]","False","Kathy","","female",1,2220,NA,NA,NA
3250,"Brain : a journal of neurology",2011,"Leucoaraiosis, nigrostriatal denervation and motor symptoms in Parkinson's disease.","Nicolaas I","Bohnen","Roger L","Albin","Department of Radiology and Neurology, University of Michigan, Ann Arbor, MI 48105-9755, USA. nbohnen@umich.edu","Journal Article","['Martijn L T M', 'Natalia', 'Robert A', 'Christopher W', 'Michael R', 'Kirk A']","True","Nicolaas","Roger",NA,NA,NA,"male",1,1220
3251,"Brain : a journal of neurology",2011,"Oxidative damage in multiple sclerosis lesions.","Lukas","Haider","Hans","Lassmann","Centre for Brain Research, Medical University of Vienna, A-1090 Vienna, Austria.","Journal Article","['Marie T', 'Josa M', 'Jan', 'Romana', 'Gergö', 'Harald', 'Christoph J', 'Joseph L']","True","Lukas","Hans","male",1,226,"male",0.99,431
13979,"Brain : a journal of neurology",2011,"Parkinson's disease progression at 30 years: a study of subthalamic deep brain-stimulated patients.","Aristide","Merola","Leonardo","Lopiano","Department of Neuroscience, University of Torino, Via Cherasco 15, 10126 Turin, Italy. aristidemerola@hotmail.com","Clinical Trial","['Maurizio', 'Serena', 'Laura', 'Valeria', 'Carlo A', 'Michele', 'Mario G']","True","Aristide","Leonardo","male",1,8,"male",1,886
13980,"Brain : a journal of neurology",2011,"Olfactocentric paralimbic cortex morphology in adolescents with bipolar disorder.","Fei","Wang","Hilary P","Blumberg","Department of Psychiatry, Yale School of Medicine, New Haven, CT 06511, USA.","Journal Article","['Jessica H', 'Fay Y', 'Erin E', 'Lara G', 'Rachel', 'Linda']","True","Fei","Hilary","male",0.63,51,"female",0.87,315
13981,"Brain : a journal of neurology",2011,"White matter damage in primary progressive aphasias: a diffusion tensor tractography study.","Sebastiano","Galantucci","Maria Luisa","Gorno-Tempini","Memory and Ageing Centre, Department of Neurology, University of California, San Francisco, San Francisco, CA 94143-1207, USA.","Journal Article","['Maria Carmela', 'Stephen M', 'Maya L', 'Massimo', 'Federica', 'Nina F', 'Roland G', 'Jennifer M', 'Bruce L']","True","Sebastiano","Maria","male",1,39,"female",0.99,8402
20262,"Brain : a journal of neurology",2011,"Telomere shortening reduces Alzheimer's disease amyloid pathology in mice.","Harshvardhan","Rolyan","Karl Lenhard","Rudolph","Department of Molecular Medicine and Max-Planck-Research Department for Stem Cell Aging, University of Ulm, D-89081 Ulm, Germany.","Journal Article","['Annika', 'Annette', 'Yvonne', 'Britta Heike', 'Sabine M', 'Daniela M', 'Birgit', 'Wolfgang', 'Dieter Chichung', 'Dietmar Rudolf', 'Knut']","True","Harshvardhan","Lenhard","male",1,10,NA,NA,NA
24060,"Brain : a journal of neurology",2011,"Newly lesioned tissue in multiple sclerosis--a role for oxidative damage?","Kenneth J","Smith","","","Department of Neuroinflammation, UCL Institute of Neurology, Queen Square, London WC1N3BG, UK. k.smith@ion.ucl.ac.uk","Comment","[]","False","Kenneth","","male",1,1020,NA,NA,NA
27416,"Brain : a journal of neurology",2011,"William Ian McDonald: 1933-2006.","Alastair","Compston","","","Brain Editorial Office, ED Adrian Building, Department of Clinical Neurosciences, University of Cambridge, Forvie Site, Cambridge CB20PY, UK. brain@medschl.cam.ac.uk","Biography","[]","True","Alastair","","male",1,90,NA,NA,NA
412,"Brain : a journal of neurology",2017,"Cross-cueing cannot explain unified control in split-brain patients.","Yair","Pinto","Edward H F","de Haan","Department of Psychology, University of Amsterdam, Amsterdam, The Netherlands.","Journal Article","['Victor A F']","False","Yair","Edward","male",0.98,42,"male",1,1015
415,"Brain : a journal of neurology",2017,"TOR1A variants cause a severe arthrogryposis with developmental delay, strabismus and tremor.","Ariana","Kariminejad","Homa","Tajsharghi","Kariminejad-Najmabadi Pathology and Genetics Center, Tehran, Iran.","Journal Article","['Martin', 'Gianina', 'Fariba', 'Elham', 'Hayley', 'Mark R', 'Mehrshid', 'Hossein', 'Nigel G']","True","Ariana","Homa","female",0.97,142,"female",0.75,4
419,"Brain : a journal of neurology",2017,"Tourette syndrome: a disorder of the social decision-making network.","Roger L","Albin","","","Department of Neurology, University of Michigan, Ann Arbor, MI, 48109, USA.","Journal Article","[]","True","Roger","","male",1,1220,NA,NA,NA
420,"Brain : a journal of neurology",2017,"The cerebellum in Alzheimer's disease: evaluating its role in cognitive decline.","Heidi I L","Jacobs","Jeremy D","Schmahmann","School for Mental Health and Neuroscience, Alzheimer Centre Limburg, Maastricht University, PO BOX 616, 6200 MD Maastricht, The Netherlands.","Journal Article","['David A', 'Helen C', 'Emiliano', 'Fred W', 'Wijnand']","True","Heidi","Jeremy","female",1,1211,"male",0.99,1840
422,"Brain : a journal of neurology",2017,"Less is more: neural mechanisms underlying anomia treatment in chronic aphasic patients.","Davide","Nardo","Jennifer T","Crinion","Institute of Cognitive Neuroscience, University College London, London, UK.","Journal Article","['Rachel', 'Alexander P', 'Cathy J']","False","Davide","Jennifer","male",1,558,"female",1,6717
424,"Brain : a journal of neurology",2017,"Neuroinflammation and its relationship to changes in brain volume and white matter lesions in multiple sclerosis.","Gourab","Datta","Paul M","Matthews","Division of Brain Sciences, Imperial College London, UK.","Journal Article","['Alessandro', 'Eugenii A', 'Roger N', 'Omar', 'Olga', 'Richard', 'Eline', 'Wim', 'Graham', 'Andre']","True","Gourab","Paul","male",1,2,"male",1,5931
426,"Brain : a journal of neurology",2017,"Movement disorders with neuronal antibodies: syndromic approach, genetic parallels and pathophysiology.","Bettina","Balint","Kailash P","Bhatia","Sobell Department of Motor Neuroscience and Movement Disorders UCL Institute of Neurology, Queen Square, London WC1N 3BG, UK.","Journal Article","['Angela', 'Hans-Michael', 'Sarosh R']","True","Bettina","Kailash","female",1,156,"male",0.88,17
427,"Brain : a journal of neurology",2017,"Influence of cerebrovascular disease on brain networks in prodromal and clinical Alzheimer's disease.","Joanna Su Xian","Chong","Juan","Zhou","Centre for Cognitive Neuroscience, Neuroscience and Behavioural Disorders Programme, Duke-National University of Singapore Medical School, Singapore.","Journal Article","['Siwei', 'Yng Miin', 'Saima', 'Mohammad Kamran', 'Xin', 'Boon Yeow', 'Narayanaswamy', 'Christopher Li-Hsian']","True","Joanna","Juan","female",1,1091,"male",0.99,4584
428,"Brain : a journal of neurology",2017,"Cell-based therapeutic strategies for multiple sclerosis.","Neil J","Scolding","","","Department of Neurology, University of Bristol Southmead Hospital, Bristol BS10 5NB, UK.","Journal Article","['Marcelo', 'Stephen C', 'Jeffrey A', '', '']","True","Neil","","male",1,1036,NA,NA,NA
432,"Brain : a journal of neurology",2017,"Seizure onset zone localization using postictal hypoperfusion detected by arterial spin labelling MRI.","Ismael","Gaxiola-Valdez","Paolo","Federico","Hotchkiss Brain Institute, University of Calgary, Calgary, Canada.","Journal Article","['Shaily', 'Tefani', 'Sherry', 'Emmy']","True","Ismael","Paolo","male",1,257,"male",0.99,781
434,"Brain : a journal of neurology",2017,"Progranulin: a new avenue towards the understanding and treatment of neurodegenerative disease.","Babykumari P","Chitramuthu","Andrew","Bateman","Endocrine Research Laboratory, Royal Victoria Hospital, and McGill University Health Centre Research Institute, Centre for Translational Biology, Platform in Metabolic Disorders and Complications, 1001 Decarie Boulevard, QC, Canada, H4A 3J1.","Journal Article","['Hugh P J']","True","Babykumari","Andrew",NA,NA,NA,"male",1,5168
435,"Brain : a journal of neurology",2017,"Tau hyperphosphorylation induces oligomeric insulin accumulation and insulin resistance in neurons.","Patricia","Rodriguez-Rodriguez","Angel","Cedazo-Minguez","Karolinska Institutet, Center for Alzheimer Research, Department of Neurobiology Care Sciences and Society, Division of Neurogeriatrics, Stockholm, Sweden.","Journal Article","['Anna', 'Paula', 'Cristina', 'Alberto', 'Bengt', 'Jesús', 'Isidre']","True","Patricia","Angel","female",1,3488,"male",0.61,1668
437,"Brain : a journal of neurology",2017,"Voodoo surgery? The distinct challenges of functional neuroimaging in clinical neurology.","Trevor T-J","Chong","","","Monash Institute of Cognitive and Clinical Neurosciences, Monash University, Victoria 3800, Australia.","Journal Article","[]","False","Trevor","","male",1,758,NA,NA,NA
438,"Brain : a journal of neurology",2017,"Humanized mutant FUS drives progressive motor neuron degeneration without aggregation in 'FUSDelta14' knockin mice.","Anny","Devoy","Elizabeth M C","Fisher","Department of Neurodegenerative Disease, UCL Institute of Neurology, Queen Square, London WC1N 3BG, UK.","Journal Article","['Bernadett', 'Michelle', 'Heesoon', 'Beverley', 'Suzanna J', 'Yushi', 'Jack', 'Kitty', 'Julian', 'Alan', 'Prasanth', 'Cinzia', 'Gianni', 'Vincent', 'Linda', 'Abraham', 'Adrian M', 'Benjamin', 'Pietro']","True","Anny","Elizabeth","female",0.96,132,"female",1,3508
441,"Brain : a journal of neurology",2017,"Pharmacological targeting of apelin impairs glioblastoma growth.","Elizabeth","Harford-Wright","Julie","Gavard","CRCINA, Inserm, Team SOAP, CNRS, Universite de Nantes, Nantes, France.","Journal Article","['Gwennan', 'Kathryn A', 'Lucas', 'Sophie', 'Heloise M', 'Sara', 'Quentin', 'François', 'Delphine', 'Lisa', 'François M', 'Fabienne', 'Philippe', 'Anthony P', 'Robert C', 'Nicolas']","True","Elizabeth","Julie","female",1,3508,"female",1,4260
444,"Brain : a journal of neurology",2017,"Exome sequencing and network analysis identifies shared mechanisms underlying spinocerebellar ataxia.","Esther A R","Nibbeling","Dineke S","Verbeek","Department of Genetics, University Medical Center Groningen, University of Groningen, Groningen, The Netherlands.","Journal Article","['Anna', 'Corien C', 'Michiel R', 'Juha M', 'Cleo J L M', 'Jelkje J', 'Gerben', 'Dennis', 'Giovana B', 'Cleo', 'Ewout', 'Elly', 'Berry', 'Monique', 'Noam', 'Cisca', 'Bart P C', 'Lude', 'Richard J']","True","Esther","Dineke","female",1,930,"female",1,2
445,"Brain : a journal of neurology",2017,"Genotype-phenotype correlation in ATAD3A deletions: not just of scientific relevance.","Cacha M P C D","Peeters-Scholte","Gijs W E","Santen","Department of Neurology, Leiden University Medical Center, Leiden, The Netherlands.","Journal Article","['Phebe N', 'Frans J C M', 'Sheila M P', 'Marije', 'Mariette J V', 'Tamara T', 'Claudia A L', 'Sylke J', 'Marjo S']","False","Cacha","Gijs",NA,NA,NA,"male",1,20
446,"Brain : a journal of neurology",2017,"In vivo characterization of cortical and white matter neuroaxonal pathology in early multiple sclerosis.","Tobias","Granberg","Caterina","Mainero","Athinoula A. Martinos Center for Biomedical Imaging, Department of Radiology, Massachusetts General Hospital, Charlestown, MA, USA.","Journal Article","['Qiuyun', 'Constantina Andrada', 'Russell', 'Elena', 'Gabriel', 'Céline', 'Julien', 'Eric C', 'Jacob A']","True","Tobias","Caterina","male",1,352,"female",0.99,143
448,"Brain : a journal of neurology",2017,"Reply: Genotype-phenotype correlation in ATAD3A deletions: not just of scientific relevance.","Ann E","Frazier","David R","Thorburn","Murdoch Children's Research Institute, Royal Children's Hospital and Department of Paediatrics, University of Melbourne, Melbourne VIC 3052, Australia.","Journal Article","['Ian J', 'Antonella']","False","Ann","David","female",0.99,1818,"male",1,12593
452,"Brain : a journal of neurology",2017,"Reply: MRI findings of visual system alterations in Parkinson's disease.","Rimona S","Weil","Huw R","Morris","Department of Molecular Neuroscience, UCL Institute of Neurology, UK.","Journal Article","['Peter', 'Anette E', 'Jason D', 'Sebastian J', 'Andrew J']","False","Rimona","Huw","female",1,1,"male",1,8
470,"Brain : a journal of neurology",2017,"A null mutation in MICU2 causes abnormal mitochondrial calcium homeostasis and a severe neurodevelopmental disorder.","Hanan E","Shamseldin","Fowzan S","Alkuraya","Department of Genetics, King Faisal Specialist Hospital and Research Center, Riyadh, Saudi Arabia.","Journal Article","['Ali', 'Mohammed A', 'Manar M', 'Shahid A', 'Tarfa', 'Niema', 'Mais', 'Eissa', 'Futwan']","True","Hanan","Fowzan","female",0.9,153,NA,NA,NA
472,"Brain : a journal of neurology",2017,"Chemogenetic locus coeruleus activation restores reversal learning in a rat model of Alzheimer's disease.","Jacki M","Rorabaugh","David","Weinshenker","Department of Human Genetics, Emory University School of Medicine, Atlanta GA 30322, USA.","Journal Article","['Termpanit', 'Christian A', 'Vanessa M', 'Natalie A', 'Robert M']","True","Jacki","David","female",0.97,91,"male",1,12593
480,"Brain : a journal of neurology",2017,"Reward deficits in behavioural variant frontotemporal dementia include insensitivity to negative stimuli.","David C","Perry","Howard J","Rosen","Department of Neurology, University of California, San Francisco, San Francisco, CA, USA.","Journal Article","['Samir', 'Virginia E', 'Kristie A', 'Jessica', 'William W', 'Bruce L', 'Joel H']","True","David","Howard","male",1,12593,"male",0.96,296
482,"Brain : a journal of neurology",2017,"Abnormal intrinsic brain functional network dynamics in Parkinson's disease.","Jinhee","Kim","Antonio P","Strafella","Morton and Gloria Shulman Movement Disorder Unit and E.J. Safra Parkinson Disease Program, Neurology Division, Department of Medicine, Toronto Western Hospital, University Health Network, University of Toronto, Ontario, M5G 2C4, Canada.","Journal Article","['Marion', 'Sang Soo', 'María', 'Alexander', 'Sarah', 'Christine', 'Mikaeel', 'Mark F', 'Sylvain']","False","Jinhee","Antonio","female",1,5,"male",1,2290
483,"Brain : a journal of neurology",2017,"Clinical, pathological and functional characterization of riboflavin-responsive neuropathy.","Andreea","Manole","Henry","Houlden","Department of Molecular Neuroscience and Neurogenetics Laboratory, UCL Institute of Neurology, Queen Square, London, WC1N 3BG, UK.","Journal Article","['Zane', 'Iain', 'Marthe H R', 'Vincenzo', 'Oscar D', 'Simon', 'Amelie', 'Alejandro', 'Renata S', 'Abi', 'Balasubramaniem', 'Charles M', 'Simon', 'Rita', 'Patrick F', 'Camilo', 'Andrew B', 'Thomas S', 'Andrey Y', 'Francesco', 'Michael G', 'Mary M', 'Tamas', 'Dimitri M', 'James E C']","True","Andreea","Henry","female",1,117,"male",1,1067
485,"Brain : a journal of neurology",2017,"Long-term disability progression in primary progressive multiple sclerosis: a 15-year study.","Maria A","Rocca","Massimo","Filippi","Neuroimaging Research Unit, Institute of Experimental Neurology, Division of Neuroscience, San Raffaele Scientific Institute, Vita-Salute San Raffaele University, Milan, Italy.","Journal Article","['Maria Pia', 'Marco', 'Domenico', 'Angelo', 'Enrico', 'Antonio', 'Alice', 'Roberto', 'Vittorio', 'Giancarlo']","True","Maria","Massimo","female",0.99,8402,"male",1,492
486,"Brain : a journal of neurology",2017,"MRI findings of visual system alterations in Parkinson's disease.","Alessandro","Arrigo","Angelo","Quartarone","Department of Ophthalmology, IRCCS Ospedale San Raffaele, University Vita-Salute, Milan, Italy.","Journal Article","['Alessandro', 'Enricomaria', 'Pasquale', 'Michele']","False","Alessandro","Angelo","male",1,1025,"male",1,539
502,"Brain : a journal of neurology",2017,"Rare GABRA3 variants are associated with epileptic seizures, encephalopathy and dysmorphic features.","Cristina Elena","Niturad","Esther","Leshinsky-Silver","Department of Neurology and Epileptology, Hertie Institute for Clinical Brain Research, University of Tübingen, Tübingen, Germany.","Journal Article","['Dorit', 'Vera M', 'Agnieszka', 'Julian', 'Tally', 'Hester Y', 'Renske', 'Monica', 'Nicola', 'Maria', 'Jamel', 'Odeya', 'Nirit', 'Tal', 'Michele', 'Marina', 'Giuseppe', 'Pasquale', 'Magdalena', 'Sylwia', 'Ute', 'Melanie', 'Corinna', 'Hao', 'Holger', 'Janine', 'Roland', 'Patrick', 'Felicitas', '', 'Rudi', 'Saskia', 'Stefan A', 'Peter', 'Koen L I', 'Holger', 'Federico', 'Snezana']","True","Cristina","Esther","female",1,1983,"female",1,930
