"X","journal","year","title","fname_first","lname_first","fname_last","lname_last","affiliation","article_type","middle_authors","abstract","fname_first_trunc","fname_last_trunc","gender_first","p_first","n_first","gender_last","p_last","n_last"
21269,"Trends in neurosciences",2015,"Sex matters, as do individual differences….","Ruud","van den Bos","","","Department of Organismal Animal Physiology, Radboud University Nijmegen, Heyendaalseweg 135, NL-6525 AJ Nijmegen, The Netherlands. Electronic address: ruudvdbos@science.ru.nl.","Comment","[]","False","Ruud","","male",0.92,12,NA,NA,NA
12210,"Trends in neurosciences",2014,"Assessing the utility of intermediate phenotypes for genetic mapping of psychiatric disease.","Jonathan","Flint","Marcus","Munafò","Wellcome Trust Centre for Human Genetics, Oxford OX3 7BN, UK. Electronic address: jf@well.ox.ac.uk.","Journal Article","['Nicholas']","True","Jonathan","Marcus","male",1,3702,"male",1,970
13601,"Trends in neurosciences",2014,"Axon plasticity in the mammalian central nervous system after injury.","Meifan","Chen","Binhai","Zheng","Department of Neurosciences, University of California, San Diego, 9500 Gilman Drive, MC 0691, La Jolla, CA 92093-0691, USA.","Journal Article","[]","True","Meifan","Binhai",NA,NA,NA,NA,NA,NA
15124,"Trends in neurosciences",2014,"Development and plasticity of commissural circuits: from locomotion to brain repair.","Alain","Chédotal","","","INSERM, UMRS_U968, Institut de la Vision, 17 Rue Moreau, Paris, F-75012, France; Sorbonne Université, UPMC Univ Paris 06, Institut de la Vision, Paris, F-75012, France; CNRS, UMR_7210, Paris, F-75012, France. Electronic address: alain.chedotal@inserm.fr.","Journal Article","[]","True","Alain","","male",1,482,NA,NA,NA
15127,"Trends in neurosciences",2014,"Epigenetic mechanisms in fear conditioning: implications for treating post-traumatic stress disorder.","Janine L","Kwapis","Marcelo A","Wood","Department of Neurobiology and Behavior, Center for the Neurobiology of Learning and Memory, University of California, Irvine, CA 92697, USA.","Journal Article","[]","True","Janine","Marcelo","female",1,397,"male",1,810
18301,"Trends in neurosciences",2014,"Adult neural stem cells stake their ground.","Daniel A","Lim","Arturo","Alvarez-Buylla","Department of Neurological Surgery, University of California, San Francisco, San Francisco, CA 94143, USA; Eli and Edythe Broad Center of Regeneration Medicine and Stem Cell Research, University of California, San Francisco, San Francisco, CA 94143, USA; Veterans Affairs Medical Center, University of California, San Francisco, San Francisco, CA 94143, USA. Electronic address: limd@neurosurg.ucsf.edu.","Journal Article","[]","True","Daniel","Arturo","male",1,8180,"male",1,515
18302,"Trends in neurosciences",2014,"Lost after translation: missorting of Tau protein and consequences for Alzheimer disease.","Hans","Zempel","Eckhard","Mandelkow","German Center for Neurodegenerative Diseases (DZNE), Bonn, Germany.","Journal Article","[]","True","Hans","Eckhard","male",0.99,431,"male",1,2
29184,"Trends in neurosciences",2014,"Drowning stars: reassessing the role of astrocytes in brain edema.","Alexander S","Thrane","Maiken","Nedergaard","Division of Glial Disease and Therapeutics, Center for Translational Neuromedicine, Department of Neurosurgery, University of Rochester Medical Center, Rochester, New York 14642, USA; Department of Ophthalmology, Haukeland University Hospital, Bergen 5021, Norway; Letten Centre, Institute of Basic Medical Sciences, Department of Physiology, University of Oslo, 0317 Oslo, Norway. Electronic address: alexander.thrane@gmail.com.","Journal Article","['Vinita']","True","Alexander","Maiken","male",1,1645,"female",1,13
3419,"Trends in neurosciences",2007,"Long-term depression: multiple forms and implications for brain function.","Peter V","Massey","Zafar I","Bashir","MRC Centre for Synaptic Plasticity, Department of Anatomy, University of Bristol, BS8 1TD, UK. P.V.Massey@bristol.ac.uk","Journal Article","[]","True","Peter","Zafar","male",1,4373,"male",1,34
6429,"Trends in neurosciences",2007,"Neuronal death: where does the end begin?","Laura","Conforti","Michael P","Coleman","The Babraham Institute, Babraham, Cambridge CB22 3AT, UK.","Journal Article","['Robert']","True","Laura","Michael","female",1,7953,"male",1,11094
4355,"Trends in neurosciences",2012,"Cell fate determination in the vertebrate retina.","Erin A","Bassett","Valerie A","Wallace","Vision Program, Ottawa Hospital Research Institute, 501 Smyth Road, Ottawa, Ont, K1H 8L6, Canada.","Journal Article","[]","True","Erin","Valerie","female",0.99,2097,"female",1,889
8760,"Trends in neurosciences",2012,"Methamphetamine influences on brain and behavior: unsafe at any speed?","John F","Marshall","Steven J","O'Dell","Department of Neurobiology and Behavior, Center for Neurobiology of Learning and Memory, University of California, Irvine, CA 92697, USA. jfmarsha@uci.edu","Journal Article","[]","True","John","Steven","male",0.99,9931,"male",1,2600
8762,"Trends in neurosciences",2012,"κ-opioid receptor/dynorphin system: genetic and pharmacotherapeutic implications for addiction.","Eduardo R","Butelman","Mary Jeanne","Kreek","Laboratory of the Biology of Addictive Diseases, The Rockefeller University, 1230 York Avenue, New York, NY 10065, USA.","Journal Article","['Vadim']","True","Eduardo","Jeanne","male",1,1644,"female",1,449
15388,"Trends in neurosciences",2012,"CaMKII regulation in information processing and storage.","Steven J","Coultrap","K Ulrich","Bayer","Department of Pharmacology, University of Colorado Denver School of Medicine, Aurora, CO 80045, USA.","Journal Article","[]","True","Steven","Ulrich","male",1,2600,"male",1,40
2241,"Trends in neurosciences",2006,"Neurons in motion: same principles for different shapes?","Oscar","Marín","Fernando","Moya","Instituto de Neurociencias de Alicante, CSIC and Universidad Miguel Hernández, 03550 Sant Joan d'Alacant, Spain. o.marin@umh.es","Journal Article","['Miguel']","True","Oscar","Fernando","male",0.99,1650,"male",1,2012
2243,"Trends in neurosciences",2006,"Neurocognitive aging: prior memories hinder new hippocampal encoding.","Iain A","Wilson","Heikki","Tanila","Department of Neuroscience and Neurology, University of Kuopio, Kuopio 70211, Finland. iain.wilson@ed.ac.uk","Journal Article","['Michela', 'Howard']","True","Iain","Heikki","male",1,246,"male",1,75
24494,"Trends in neurosciences",2006,"Spatial representation and the architecture of the entorhinal cortex.","Menno P","Witter","Edvard I","Moser","Research Institute Neurosciences, Department of Anatomy and Neurosciences, VU University Medical Center, Amsterdam, The Netherlands. mp.witter@vumc.nl","Journal Article","[]","True","Menno","Edvard","male",1,36,"male",1,8
450,"Trends in neurosciences",2010,"Dopamine reveals neural circuit mechanisms of fly memory.","Scott","Waddell","","","Department of Neurobiology, University of Massachusetts Medical School, 364 Plantation Street, Worcester, MA 01605, USA. scott.waddell@umassmed.edu","Journal Article","[]","True","Scott","","male",1,3450,NA,NA,NA
5728,"Trends in neurosciences",2006,"Mapping brain maturation.","Arthur W","Toga","Elizabeth R","Sowell","Laboratory of Neuro Imaging, Department of Neurology, UCLA School of Medicine, 635 Charles E. Young Drive South, Suite 225, Los Angeles, CA 90095-7332, USA. toga@loni.ucla.edu","Comparative Study","['Paul M']","True","Arthur","Elizabeth","male",0.98,547,"female",1,3508
15544,"Trends in neurosciences",2006,"Involvement of the endocannabinoid system in drug addiction.","Rafael","Maldonado","Fernando","Berrendero","Laboratori de Neurofarmacologia, Facultat de Ciències de la Salut i de la Vida, Universitat Pompeu Fabra, Carrer Dr. Aiguader 80, 08003 Barcelona, Spain. rafael.maldonado@upf.edu","Journal Article","['Olga']","True","Rafael","Fernando","male",1,1245,"male",1,2012
21834,"Trends in neurosciences",2006,"Selective stabilization and synaptic specificity: a new cell-biological model.","James D","Jontes","Greg R","Phillips","Center for Molecular Neurobiology and Department of Neuroscience, The Ohio State University, 115 Rightmire Hall, 1060 Carmack Road, Columbus, OH 43210, USA.","Journal Article","[]","True","James","Greg","male",0.99,6359,"male",1,1852
26220,"Trends in neurosciences",2006,"Fire and phantoms after spinal cord injury: Na+ channels and central pain.","Stephen G","Waxman","Bryan C","Hains","Department of Neurology and Center for Neuroscience and Regeneration Research, Yale University School of Medicine, New Haven, CT 06510, USA. stephen.waxman@yale.edu","Journal Article","[]","True","Stephen","Bryan","male",1,2608,"male",1,1311
20464,"Trends in neurosciences",2007,"Fever, febrile seizures and epilepsy.","Céline M","Dubé","Tallie Z","Baram","Department of Anatomy/Neurobiology, University of California at Irvine, ZOT 4475, Irvine, CA 92697-4475, USA.","Journal Article","['Amy L', 'Cristina', 'Qinqin']","True","Céline","Tallie","female",1,58,NA,NA,NA
26956,"Trends in neurosciences",2007,"Neurotransmitter receptors on microglia.","Jennifer M","Pocock","Helmut","Kettenmann","Cell Signalling Laboratory, Department of Neuroinflammation, Institute of Neurology, University College London, 1 Wakefield Street, London WC1N 1PJ, UK. j.pocock@ion.ucl.ac.uk","Journal Article","[]","True","Jennifer","Helmut","female",1,6717,"male",1,51
26957,"Trends in neurosciences",2007,"Re-emergence of striatal cholinergic interneurons in movement disorders.","Antonio","Pisani","D James","Surmeier","Fondazione Santa Lucia IRCCS, and Clinica Neurologica, Dipartimento di Neuroscienze, Università di Roma Tor Vergata, Via Montpellier 1, 00135, Rome, Italy. pisani@uniroma2.it","Journal Article","['Giorgio', 'Jun']","True","Antonio","James","male",1,2290,"male",0.99,6359
26958,"Trends in neurosciences",2007,"Emerging ideas about kisspeptin- GPR54 signaling in the neuroendocrine regulation of reproduction.","Alexander S","Kauffman","Robert A","Steiner","Department of Physiology, University of Washington, Seattle, WA 98195, USA.","Journal Article","['Donald K']","True","Alexander","Robert","male",1,1645,"male",1,5222
4135,"Trends in neurosciences",2012,"Corrigendum: Serotonin transporter gene, stress, and raphe–raphe interactions: a molecular mechanism of depression.","Agnes J","Jasinska","Margit","Burmeister","","Letter","['Christopher A']","False","Agnes","Margit","female",1,332,"female",1,38
23066,"Trends in neurosciences",2012,"Major histocompatibility complex class I proteins in brain development and plasticity.","Bradford M","Elmer","A Kimberley","McAllister","Center for Neuroscience, University of California, Davis, One Shields Avenue, Davis, CA 95616, USA.","Journal Article","[]","True","Bradford","Kimberley","male",1,38,"female",1,306
10000,"Trends in neurosciences",2006,"Brain-machine interfaces: past, present and future.","Mikhail A","Lebedev","Miguel A L","Nicolelis","Department of Neurobiology and Center for Neuroengineering, Duke University, Durham, NC 27710, USA.","Journal Article","[]","True","Mikhail","Miguel","male",1,57,"male",1,2065
10001,"Trends in neurosciences",2006,"Autophagy in neurodegenerative disease: friend, foe or turncoat?","Ralph A","Nixon","","","Center for Dementia Research, Nathan S. Kline Institute, Orangeburg, NY 10962, USA. nixon@nki.rfmh.org","Journal Article","[]","True","Ralph","","male",1,314,NA,NA,NA
10002,"Trends in neurosciences",2006,"Neuroethics: a modern context for ethics in neuroscience.","Judy","Illes","Stephanie J","Bird","Stanford Center for Biomedical Ethics and Department of Radiology, 701 Welch Road, A1115, Palo Alto, CA 94304-5748, USA. illes@stanford.edu","Historical Article","[]","True","Judy","Stephanie","female",1,1375,"female",1,4114
10003,"Trends in neurosciences",2006,"Microglial senescence: does the brain's immune system have an expiration date?","Wolfgang J","Streit","","","Department of Neuroscience, PO Box 100244, University of Florida College of Medicine, Gainesville, FL 32610, USA. streit@mbi.ufl.edu","Journal Article","[]","True","Wolfgang","","male",1,95,NA,NA,NA
22036,"Trends in neurosciences",2006,"Different molecular cascades in different sites of the brain control memory consolidation.","Iván","Izquierdo","Martín","Cammarota","Centro de Memoria, Instituto de Pesquisas Biomédicas, Pontifícia Universidade Católica do Rio Grande do Sul, Hospital Sao Lucas, Av. Ipiranga 6690, 2 Andar, (90610-000) Porto Alegre, RS, Brasil. izquier@terra.com.br","Journal Article","['Lia R M', 'Janine I', 'Juliana S', 'Jorge H']","True","Iván","Martín",NA,NA,NA,NA,NA,NA
28821,"Trends in neurosciences",2006,"The brain as a target of inflammation: common pathways link inflammatory and neurodegenerative diseases.","Frauke","Zipp","Orhan","Aktas","Institute of Neuroimmunology, Charité - Universitätsmedizin Berlin, 10098 Berlin, Germany. frauke.zipp@charite.de","Journal Article","[]","True","Frauke","Orhan","female",1,25,"male",1,252
5658,"Trends in neurosciences",2011,"Intrinsically photosensitive retinal ganglion cells: many subtypes, diverse functions.","Tiffany M","Schmidt","Samer","Hattar","Department of Biology, Johns Hopkins University, Baltimore, MD 21218, USA. TMSchmidt@jhu.edu","Journal Article","['Shih-Kuo']","True","Tiffany","Samer","female",1,1466,"male",0.99,127
20038,"Trends in neurosciences",2011,"Multiple Ca2+ sensors in secretion: teammates, competitors or autocrats?","Alexander M","Walter","Matthijs","Verhage","Department of Functional Genomics, Center for Neurogenomics and Cognitive Research, Neuroscience Campus Amsterdam, Vrije Universiteit Amsterdam and VU Medical Center, 1081 HV Amsterdam, The Netherlands.","Journal Article","['Alexander J', 'Jakob B']","True","Alexander","Matthijs","male",1,1645,"male",1,12
28176,"Trends in neurosciences",2011,"Synaptic plasticity in sleep: learning, homeostasis and disease.","Gordon","Wang","Philippe","Mourrain","Department of Psychiatry and Behavioral Sciences, Center for Sleep Sciences, Beckman Center, Stanford University, Palo Alto, CA 94305, USA.","Journal Article","['Brian', 'Damien', 'Lior']","True","Gordon","Philippe","male",1,416,"male",0.99,605
28179,"Trends in neurosciences",2011,"What can mice tell us about how vision works?","Andrew D","Huberman","Cristopher M","Niell","Department of Neurosciences, University of California San Diego, La Jolla, CA 92093, USA. ahuberman@ucsd.edu","Journal Article","[]","True","Andrew","Cristopher","male",1,5168,"male",1,93
28706,"Trends in neurosciences",2011,"How does morphology relate to function in sensory arbors?","David H","Hall","Millet","Treinin","Department of Neuroscience, Albert Einstein College of Medicine, Bronx, New York 10461, USA.","Journal Article","[]","True","David","Millet","male",1,12593,"male",1,2
3308,"Trends in neurosciences",2009,"Associative memory models: from the cell-assembly theory to biophysically detailed cortex simulations.","Anders","Lansner","","","Department of Computational Biology, School of Computer Science and Communication, Stockholm University and Royal Institute of Technology, 114 21 Stockholm, Sweden. ala@kth.se","Journal Article","[]","True","Anders","","male",1,603,NA,NA,NA
14247,"Trends in neurosciences",2013,"Metabolic signaling by lactate in the brain.","L Felipe","Barros","","","Centro de Estudios Científicos, Arturo Prat 514, Valdivia, Chile. fbarros@cecs.cl","Journal Article","[]","True","Felipe","","male",1,912,NA,NA,NA
14249,"Trends in neurosciences",2013,"Autophagy in axonal and dendritic degeneration.","Yi","Yang","Zhenyu","Yue","Department of Pharmacology, Hangzhou Key Laboratory of Medical Neurobiology, School of Medicine, Hangzhou Normal University, Hangzhou 310036, PR China. yyang@hznu.edu.cn","Journal Article","['Michael', 'Lihui', 'Xiaoxiang']","True","Yi","Zhenyu","female",0.56,68,"male",1,5
17435,"Trends in neurosciences",2013,"Where no synapses go: gatekeepers of circuit remodeling and synaptic strength.","Yevgeniya A","Mironova","Roman J","Giger","Department of Cell and Developmental Biology, University of Michigan School of Medicine, 3065 BSRB, 109 Zina Pitcher Place, Ann Arbor, MI 48109-2200, USA.","Journal Article","[]","True","Yevgeniya","Roman",NA,NA,NA,"male",1,449
22814,"Trends in neurosciences",2013,"Neurons and circuits for odor processing in the piriform cortex.","John M","Bekkers","Norimitsu","Suzuki","Eccles Institute of Neuroscience, John Curtin School of Medical Research, The Australian National University, Canberra, ACT 2601, Australia. john.bekkers@anu.edu.au","Journal Article","[]","True","John","Norimitsu","male",0.99,9931,NA,NA,NA
2229,"Trends in neurosciences",2013,"Novel pathogenic pathways in diabetic neuropathy.","Jennifer","Zenker","Roman","Chrast","Department of Medical Genetics, University of Lausanne, 1005 Lausanne, Switzerland.","Journal Article","['Dan']","True","Jennifer","Roman","female",1,6717,"male",1,449
7834,"Trends in neurosciences",2013,"Epigenetic layers and players underlying neurodevelopment.","Janine M","LaSalle","Dag H","Yasui","Medical Microbiology and Immunology, Genome Center, MIND Institute, University of California, Davis, CA, USA. jmlasalle@ucdavis.edu","Journal Article","['Weston T']","True","Janine","Dag","female",1,397,"male",0.96,28
7859,"Trends in neurosciences",2013,"Interview with Nancy Kopell.","Nancy","Kopell","","","","Biography","[]","False","Nancy","","female",1,2716,NA,NA,NA
22011,"Trends in neurosciences",2013,"Current insights into the C9orf72 repeat expansion diseases of the FTLD/ALS spectrum.","Marc","Cruts","Christine","Van Broeckhoven","Neurodegenerative Brain Diseases Group, Department of Molecular Genetics, VIB, Universiteitsplein 1, B-2610 Antwerp, Belgium.","Journal Article","['Ilse', 'Tim', 'Julie']","True","Marc","Christine","male",1,1555,"female",1,3115
22012,"Trends in neurosciences",2013,"Toward a cross-species understanding of empathy.","Jaak","Panksepp","Jules B","Panksepp","Department of Integrative Physiology and Neuroscience, College of Veterinary Medicine, Washington State University, Pullman, WA 99164-6520, USA. jpanksepp@vetmed.wsu.edu","Journal Article","[]","True","Jaak","Jules","male",1,11,"female",0.59,210
3957,"Trends in neurosciences",2010,"Post-transcriptional control of neurofilaments: New roles in development, regeneration and neurodegenerative disease.","Ben G","Szaro","Michael J","Strong","Department of Biological Sciences and the Neuroscience Research Center, University at Albany, SUNY, 1400 Washington Avenue, Albany, NY 12222, USA. bgs86@albany.edu","Journal Article","[]","True","Ben","Michael","male",0.99,3363,"male",1,11094
11487,"Trends in neurosciences",2010,"The neural-glial purinergic receptor ensemble in chronic pain states.","Michael F","Jarvis","","","Neuroscience Research, Global Pharmaceutical Research and Development, Abbott Laboratories, Abbott Park, IL 60064-6123, USA. michael.jarvis@abbott.com","Journal Article","[]","True","Michael","","male",1,11094,NA,NA,NA
15593,"Trends in neurosciences",2016,"l-Proline, GABA Synthesis and Gamma Oscillations in Schizophrenia.","David W","Volk","David A","Lewis","Department of Psychiatry, University of Pittsburgh, Pittsburgh, PA 15213, USA. Electronic address: volkdw@upmc.edu.","Journal Article","['Guillermo']","True","David","David","male",1,12593,"male",1,12593
15594,"Trends in neurosciences",2016,"Can Stopping Nerves, Stop Cancer?","Jami L","Saloman","Brian M","Davis","University of Pittsburgh, Center for Pain Research and Department of Neurobiology, Pittsburgh, PA 15261, USA. Electronic address: jls354@pitt.edu.","Journal Article","['Kathryn M', 'Andrew D']","True","Jami","Brian","female",0.85,99,"male",1,4600
24407,"Trends in neurosciences",2016,"Nitroxidative Signaling Mechanisms in Pathological Pain.","Peter M","Grace","Linda R","Watkins","Department of Psychology and Neuroscience, and the Center for Neuroscience, University of Colorado, Boulder, CO, USA; Current address: Department of Critical Care Research, University of Texas MD Anderson Cancer Center, Houston, TX, USA. Electronic address: pgrace@mdanderson.org.","Journal Article","['Andrew D', 'Vasiliki', 'Steven F', 'Mark R', 'Daniela']","True","Peter","Linda","male",1,4373,"female",1,4323
6861,"Trends in neurosciences",2017,"Cannabidiol: Swinging the Marijuana Pendulum From 'Weed' to Medication to Treat the Opioid Epidemic.","Yasmin L","Hurd","","","Friedman Brain Institute, Departments of Psychiatry and Neuroscience, Icahn School of Medicine at Mount Sinai, Center for Addictive Disorders, Mount Sinai Behavioral Health System, New York, NY, USA. Electronic address: Yasmin.hurd@mssm.edu.","Journal Article","[]","True","Yasmin","","female",1,294,NA,NA,NA
26275,"Trends in neurosciences",2017,"Advancing NMDA Receptor Physiology by Integrating Multiple Approaches.","Huan-Xiang","Zhou","Lonnie P","Wollmuth","Department of Physics and Institute of Molecular Biophysics, Florida State University, Tallahassee, FL 32306, USA. Electronic address: hzhou4@fsu.edu.","Journal Article","[]","True","Huan-Xiang","Lonnie",NA,NA,NA,"male",0.78,63
28809,"Trends in neurosciences",2017,"Mitophagy and Alzheimer's Disease: Cellular and Molecular Mechanisms.","Jesse S","Kerr","Evandro F","Fang","Laboratory of Molecular Gerontology, National Institute on Aging, National Institutes of Health, Baltimore, MD 21224, USA.","Journal Article","['Bryan A', 'Nigel H', 'Mark P', 'M Zameel', 'Vilhelm A']","True","Jesse","Evandro","male",0.93,1095,"male",1,23
20665,"Trends in neurosciences",2010,"Navigational mechanisms of migrating monarch butterflies.","Steven M","Reppert","Christine","Merlin","Department of Neurobiology, University of Massachusetts Medical School, Worcester, MA 01605, USA. Steven.Reppert@umassmed.edu","Journal Article","['Robert J']","True","Steven","Christine","male",1,2600,"female",1,3115
26825,"Trends in neurosciences",2010,"Developmental determinants of the independence and complexity of the enteric nervous system.","Michael D","Gershon","","","Department of Pathology and Cell Biology, Columbia University, College of Physicians and Surgeons, 630 West 168th Street, New York, NY 10032, USA. mdg4@columbia.edu","Journal Article","[]","True","Michael","","male",1,11094,NA,NA,NA
14914,"Trends in neurosciences",2010,"The addicted synapse: mechanisms of synaptic and structural plasticity in nucleus accumbens.","Scott J","Russo","Eric J","Nestler","Fishberg Department of Neuroscience, Mount Sinai School of Medicine, New York, NY 10029-6574, USA. scott.russo@mssm.edu","Journal Article","['David M', 'Dani', 'John H', 'Robert C']","True","Scott","Eric","male",1,3450,"male",1,4110
14915,"Trends in neurosciences",2010,"Play it again: reactivation of waking experience and memory.","Joseph","O'Neill","Jozsef","Csicsvari","MRC Anatomical Neuropharmacology Unit, Department of Pharmacology, University of Oxford, Mansfield Road, Oxford OX1 3TH, UK.","Journal Article","['Barty', 'David']","True","Joseph","Jozsef","male",0.99,2213,"male",1,24
26332,"Trends in neurosciences",2010,"TARPs differentially decorate AMPA receptors to specify neuropharmacology.","Akihiko S","Kato","David S","Bredt","Department of Neuroscience, Lilly Research Laboratories, Eli Lilly and Company, Indianapolis, IN 46285-0510, USA.","Journal Article","['Martin B', 'Hong', 'Eric S']","True","Akihiko","David","male",1,1,"male",1,12593
290,"Trends in neurosciences",2013,"Meeting at the crossroads: common mechanisms in Fragile X and Down syndrome.","Karen T","Chang","Kyung-Tai","Min","Zilkha Neurogenetic Institute and Department of Cell and Neurobiology, University of Southern California, Los Angeles, CA 90033, USA.","Journal Article","['Hyunah', 'Wei']","True","Karen","Kyung-Tai","female",1,5462,NA,NA,NA
2211,"Trends in neurosciences",2013,"A cellular mechanism for cortical associations: an organizing principle for the cerebral cortex.","Matthew","Larkum","","","Neurocure Cluster of Excellence, Department of Biology, Humboldt University, Charitéplatz 1, 10117, Berlin, Germany. matthew.larkum@gmail.com","Journal Article","[]","True","Matthew","","male",1,3338,NA,NA,NA
25959,"Trends in neurosciences",2013,"Glia and epilepsy: excitability and inflammation.","Orrin","Devinsky","Michael A","Rogawski","Epilepsy Center, Department of Neurology, NYU School of Medicine, New York, NY 10016, USA. od4@nyu.edu","Journal Article","['Annamaria', 'Souhel', 'Nihal C']","True","Orrin","Michael","male",1,16,"male",1,11094
6035,"Trends in neurosciences",2012,"Trisomy 21 and early brain development.","Tarik F","Haydar","Roger H","Reeves","Department of Anatomy and Neurobiology, Boston University School of Medicine, Boston, MA 02118, USA. thaydar@bu.edu","Journal Article","[]","True","Tarik","Roger","male",1,146,"male",1,1220
13239,"Trends in neurosciences",2012,"Sensing sound: molecules that orchestrate mechanotransduction by hair cells.","Piotr","Kazmierczak","Ulrich","Müller","Dorris Neuroscience Center, Department of Cell Biology, The Scripps Research Institute, La Jolla, California 92037, USA.","Journal Article","[]","True","Piotr","Ulrich","male",1,176,"male",1,40
13776,"Trends in neurosciences",2012,"The neurodevelopmental origins of suicidal behavior.","Gustavo","Turecki","Naguib","Mechawar","McGill Group for Suicide Studies, Department of Psychiatry, McGill University, Montreal, Canada. gustavo.turecki@mcgill.ca","Journal Article","['Carl', 'Fabrice', 'Benoit']","True","Gustavo","Naguib","male",1,1161,NA,NA,NA
13777,"Trends in neurosciences",2012,"Genetic and cognitive windows into circuit mechanisms of psychiatric disease.","P Alexander","Arguello","Joseph A","Gogos","Princeton Neuroscience Institute and Department of Molecular Biology, Princeton University, Princeton, NJ 08544, USA.","Journal Article","[]","True","Alexander","Joseph","male",1,1645,"male",0.99,2213
